iter	Passed	Remaining
208	333	1262
209	334	1257
210	335	1253
211	336	1250
212	336	1244
213	337	1240
214	338	1234
215	338	1229
216	340	1227
217	340	1221
218	341	1217
219	341	1212
220	342	1208
221	343	1204
222	345	1202
223	346	1200
224	347	1196
225	347	1191
226	348	1186
227	349	1182
228	350	1178
229	350	1173
230	351	1170
231	352	1165
232	352	1161
233	353	1156
234	354	1152
235	354	1148
236	355	1143
237	356	1139
238	356	1134
239	357	1131
240	357	1127
241	358	1122
242	359	1119
243	360	1117
244	360	1112
245	361	1107
246	361	1103
247	362	1098
248	362	1094
249	363	1089
250	364	1087
251	365	1084
252	365	1080
253	366	1077
254	367	1074
255	368	1071
256	369	1069
257	370	1064
258	370	1060
259	371	1056
260	371	1052
261	372	1049
262	372	1045
263	373	1041
264	375	1041
265	376	1038
266	377	1035
267	378	1032
268	379	1030
269	380	1027
270	380	1024
271	381	1021
272	382	1017
273	382	1014
274	383	1011
275	384	1008
276	385	1005
277	386	1003
278	387	1000
279	388	998
280	390	998
281	390	994
282	391	992
283	392	989
284	393	987
285	394	984
286	395	982
287	396	979
288	397	978
289	398	974
290	398	971
291	399	969
292	400	966
293	401	964
294	402	961
295	402	958
296	403	955
297	405	955
298	406	953
299	407	951
300	409	950
301	410	947
302	411	946
303	411	942
304	412	939
305	413	937
306	414	935
307	415	933
308	417	932
309	417	929
310	418	926
311	420	927
312	421	924
313	422	922
314	423	920
315	424	917
316	425	915
317	426	914
318	427	911
319	428	909
320	428	907
321	430	906
322	431	904
323	432	903
324	434	901
325	435	900
326	436	898
327	437	897
328	439	895
329	440	894
330	441	892
331	442	890
332	444	890
333	446	889
334	447	888
335	448	886
336	450	886
337	451	885
338	453	883
339	454	881
340	455	879
341	456	877
342	457	875
343	458	873
344	459	871
345	460	869
346	461	867
347	462	865
348	463	863
349	465	864
350	467	864
351	468	861
352	468	859
353	470	857
354	471	856
355	472	854
356	473	852
357	474	850
358	475	848
359	476	846
360	477	845
361	478	843
362	480	843
363	482	842
364	483	841
365	484	839
366	485	837
367	486	835
368	487	833
369	488	831
370	489	829
371	490	828
372	491	826
373	492	824
374	493	822
375	495	822
376	497	822
377	499	821
378	500	819
379	501	817
380	502	815
381	503	813
382	504	812
383	505	810
384	505	808
385	507	807
386	508	806
387	511	806
388	512	805
389	513	803
390	514	802
391	516	800
392	516	798
393	517	796
394	518	794
395	520	793
396	521	792
397	523	791
398	524	790
399	526	789
400	527	787
401	528	786
402	530	785
403	531	783
404	532	782
405	533	781
406	535	780
407	537	780
408	539	779
409	540	778
410	542	777
411	543	776
412	545	775
413	546	774
414	547	772
415	549	771
416	550	769
417	552	769
418	554	768
419	556	767
420	557	767
421	558	765
422	560	764
423	561	763
424	562	761
425	564	760
426	565	759
427	567	758
428	569	758
429	571	757
430	572	755
431	573	754
432	574	752
433	576	751
434	577	750
435	578	748
436	579	747
437	581	746
438	583	745
439	585	744
440	587	744
441	588	743
442	589	741
443	591	740
444	592	739
445	593	737
446	595	736
447	597	736
448	600	736
449	601	735
450	603	734
451	604	733
452	606	731
453	607	730
454	608	729
455	610	727
456	611	726
457	614	727
458	616	727
459	618	726
460	620	725
461	622	725
462	624	723
463	625	722
464	627	722
465	629	721
466	631	720
467	632	718
468	634	717
469	635	716
470	636	715
471	638	713
472	639	712
473	641	711
474	643	710
475	645	710
476	647	710
477	649	708
478	650	707
479	652	706
480	653	705
481	655	704
482	656	702
483	658	701
484	660	700
485	661	699
486	663	699
487	665	698
488	667	697
489	668	695
490	670	694
491	671	693
492	673	692
493	675	691
494	677	690
495	678	689
496	680	688
497	681	686
498	682	685
499	683	683
500	685	682
501	687	681
502	689	680
503	691	680
504	692	678
505	694	677
506	695	676
507	696	674
508	698	673
509	699	671
510	700	670
511	702	669
512	703	668
513	705	667
514	707	665
515	708	664
516	710	663
517	711	662
518	713	660
519	714	659
520	715	658
521	717	657
522	719	656
523	721	655
524	723	654
525	724	653
526	726	652
527	727	650
528	729	649
529	730	647
530	731	646
531	733	645
532	735	644
533	737	643
534	738	641
535	739	640
536	741	639
537	742	637
538	743	636
539	745	634
540	746	633
541	748	632
542	750	631
543	752	630
544	754	629
545	755	628
546	757	627
547	758	625
548	759	624
549	761	622
550	762	621
551	764	620
552	766	619
553	768	618
554	769	616
555	770	615
556	772	614
557	773	612
558	774	611
559	776	609
560	777	608
561	779	607
562	781	606
563	782	605
564	784	604
565	785	602
566	787	601
567	788	599
568	789	598
569	791	597
570	792	595
571	794	594
572	796	593
573	797	592
574	799	591
575	801	589
576	803	588
577	804	587
578	806	586
579	807	584
580	808	583
581	811	582
582	813	581
583	815	580
584	816	579
585	817	577
586	819	576
587	820	575
588	822	573
589	823	572
590	825	571
591	827	570
592	830	569
593	831	568
594	833	567
595	835	566
596	836	564
597	837	563
598	839	561
599	841	560
600	843	559
601	844	558
602	846	557
603	848	556
604	849	554
605	850	553
606	852	551
607	853	550
608	855	549
609	857	548
610	859	547
611	861	546
612	862	544
613	863	543
614	865	541
615	866	540
616	867	538
617	869	537
618	871	536
619	873	535
620	874	533
621	876	532
622	877	531
623	879	529
624	880	528
625	882	526
626	883	525
627	884	524
628	886	522
629	888	521
630	890	520
631	891	519
632	893	518
633	895	516
634	896	515
635	897	513
636	899	512
637	900	511
638	902	510
639	904	508
640	906	507
641	907	506
642	909	504
643	910	503
644	911	501
645	912	500
646	914	498
647	916	498
648	919	497
649	920	495
650	922	494
651	923	493
652	925	491
653	926	490
654	927	488
655	929	487
656	930	486
657	932	484
658	934	483
659	936	482
660	938	481
661	939	479
662	940	478
663	942	476
664	943	475
665	945	474
666	947	472
667	948	471
668	950	470
669	951	468
670	952	467
671	954	465
672	955	464
673	957	462
674	958	461
675	960	460
676	962	459
677	963	457
678	965	456
679	967	455
680	968	453
681	970	452
682	971	451
683	973	449
684	974	448
685	976	446
686	978	445
687	980	444
688	981	443
689	983	441
690	984	440
691	986	438
692	987	437
693	989	436
694	990	434
695	992	433
696	994	432
697	996	431
698	997	429
699	999	428
700	1000	426
701	1001	425
702	1003	423
703	1004	422
704	1005	420
705	1007	419
706	1009	418
707	1010	416
708	1011	415
709	1013	413
710	1014	412
711	1016	411
712	1017	409
713	1019	408
714	1020	406
715	1022	405
716	1024	404
717	1026	403
718	1027	401
719	1029	400
720	1030	398
721	1031	397
722	1033	395
723	1034	394
724	1035	392
725	1037	391
726	1039	390
727	1041	389
728	1042	387
729	1043	386
730	1045	384
731	1046	383
732	1047	381
733	1049	380
734	1051	379
735	1053	377
736	1055	376
737	1057	375
738	1059	374
739	1060	372
740	1061	371
741	1063	369
742	1064	368
743	1065	366
744	1067	365
745	1069	364
746	1071	362
747	1072	361
748	1074	359
749	1075	358
750	1076	356
751	1078	355
752	1079	354
753	1081	352
754	1083	351
755	1084	350
756	1086	348
757	1088	347
758	1089	346
759	1091	344
760	1092	343
761	1094	341
762	1095	340
763	1097	338
764	1098	337
765	1100	336
766	1102	334
767	1103	333
768	1105	332
769	1106	330
770	1108	329
771	1109	327
772	1111	326
773	1112	324
774	1114	323
775	1116	322
776	1117	320
777	1118	319
778	1119	317
779	1120	316
780	1122	314
781	1123	313
782	1125	311
783	1126	310
784	1128	309
785	1130	307
786	1131	306
787	1133	304
788	1134	303
789	1135	301
790	1137	300
791	1138	299
792	1139	297
793	1141	296
794	1142	294
795	1144	293
796	1145	291
797	1146	290
798	1148	288
799	1150	287
800	1151	286
801	1152	284
802	1154	283
803	1155	281
804	1157	280
805	1158	278
806	1160	277
807	1161	276
808	1163	274
809	1164	273
810	1166	271
811	1167	270
812	1168	268
813	1170	267
814	1171	265
815	1173	264
816	1175	263
817	1177	261
818	1178	260
819	1179	258
820	1181	257
821	1182	256
822	1183	254
823	1185	253
824	1186	251
825	1188	250
826	1190	248
827	1191	247
828	1193	246
829	1194	244
830	1195	243
831	1197	241
832	1198	240
833	1199	238
834	1201	237
835	1202	235
836	1204	234
837	1206	233
838	1208	231
839	1209	230
840	1210	228
841	1212	227
842	1213	226
843	1215	224
844	1216	223
845	1218	221
846	1220	220
847	1221	218
848	1223	217
849	1224	216
850	1225	214
851	1227	213
852	1228	211
853	1229	210
854	1231	208
855	1232	207
856	1234	205
857	1236	204
858	1237	203
859	1239	201
860	1240	200
861	1242	198
862	1243	197
863	1244	195
864	1246	194
865	1247	193
866	1250	191
867	1251	190
868	1253	188
869	1254	187
870	1255	185
871	1256	184
872	1258	183
873	1260	181
874	1262	180
875	1264	179
876	1267	177
877	1269	176
878	1271	174
879	1273	173
880	1274	172
881	1275	170
882	1277	169
883	1278	167
884	1280	166
885	1282	165
886	1283	163
887	1285	162
888	1287	160
889	1288	159
890	1289	157
891	1291	156
892	1292	154
893	1293	153
894	1295	152
895	1297	150
896	1299	149
897	1301	147
898	1302	146
899	1304	144
900	1306	143
901	1307	142
902	1308	140
903	1310	139
904	1312	137
905	1314	136
906	1316	134
907	1317	133
908	1319	132
909	1320	130
910	1321	129
911	1322	127
912	1324	126
913	1326	124
914	1328	123
915	1329	121
916	1330	120
917	1331	118
918	1332	117
919	1334	116
920	1335	114
921	1336	113
922	1338	111
923	1339	110
924	1341	108
925	1342	107
926	1344	105
927	1345	104
928	1346	102
929	1347	101
930	1349	100
931	1350	98
932	1351	97
933	1352	95
934	1353	94
935	1355	92
936	1357	91
937	1358	89
938	1360	88
939	1362	86
940	1363	85
941	1364	84
942	1365	82
943	1366	81
944	1367	79
945	1368	78
946	1370	76
947	1372	75
948	1374	73
949	1375	72
950	1376	70
951	1378	69
952	1379	68
953	1380	66
954	1381	65
955	1383	63
956	1384	62
957	1386	60
958	1388	59
959	1390	57
960	1391	56
961	1393	55
962	1394	53
963	1395	52
964	1396	50
965	1398	49
966	1399	47
967	1400	46
968	1402	44
969	1404	43
970	1405	41
971	1407	40
972	1408	39
973	1409	37
974	1411	36
975	1412	34
976	1413	33
977	1414	31
978	1415	30
979	1417	28
980	1419	27
981	1421	26
982	1422	24
983	1423	23
984	1424	21
985	1425	20
986	1427	18
987	1428	17
988	1429	15
989	1430	14
990	1432	13
991	1433	11
992	1435	10
993	1437	8
994	1438	7
995	1439	5
996	1441	4
997	1442	2
998	1443	1
999	1445	0
